supplier-id,kem-id,sticker,quantity,description
01S3002K11-00,IN01S3002K11-00,01S3002K11-00_0402_30K_1%.btw,10000,RES SMD 0402 30K 1/16W 1% -55~155°C
01S3301K11-00,IN01S3301K11-00,01S3301K11-00_0402_3K3_1%.btw,10000,RES SMD 0402 3.3K 1/16W 1% -55~155°C
01S3901K11-00,IN01S3901K11-00,01S3901K11-00_0402_3K9_1%.btw,10000,RES SMD 0402 3.9K 1/16W 1% -55~155°C
01S3902K11-00,IN01S3902K11-00,01S3902K11-00_0402_39K_1%.btw,10000,RES SMD 0402 39K 1/16W 1% -55~155°C
01S4702K11-00,IN01S4702K11-00,01S4702K11-00_0402_47K_1%.btw,10000,RES SMD 0402 47K 1/16W 1% -55~155°C
01S5100K11-00,IN01S5100K11-00,01S5100K11-00_0402_510R_1%.btw,10000,RES SMD 0402 510R 1/16W 1% -55~155°C
01S5101K11-00,IN01S5101K11-00,01S5101K11-00_0402_5K1_1%.btw,10000,RES SMD 0402 5.1K 1/16W 1% -55~155°C
01S5102K11-00,IN01S5102K11-00,01S5102K11-00_0402_51K_1%.btw,10000,RES SMD 0402 51K 1/16W 1% -55~155°C
01S6803K11-00,IN01S6803K11-00,01S6803K11-00_0402_680K_1%.btw,10000,RES SMD 0402 680K 1/16W 1% -55~155°C
01S7502K11-00,IN01S7502K11-00,01S7502K11-00_0402_75K _1%.btw,10000,RES SMD 0402 75K 1/16W 1% -55~155°C
01S9100K11-00,IN01S9100K11-00,01S9100K11-00_0402_910R_1%.btw,10000,SMD RES 0402 910R 1/16W 1% -55~155?
01S9102K11-00,IN01S9102K11-00,01S9102K11-00_0402_91K_1%.btw,10000,SMD RES 0402 91K 1/16W 1% -55~155?
01S0017511-21,IN01S0017511-21,01S0017511-21_2512_0.1R_1%.btw,5000,"SMD RES (Metal Alloy) MA 2512, 0.1R 2W 1% -55~170°C"
01S0057511-21,IN01S0057511-21,01S0057511-21_2512 _0.5R_1%.btw,5000,CHIP RES(Metal film)0.5R 2W 1% -55~170°CTGL2512
01S0759510-03,IN01S0759510-03,01S0759510-03_2512_0.075R_1%.btw,5000,SMD RES 2512 0.075R 2W 1% -55~170? RLP2512
01S1000110-00,IN01S1000110-00,01S1000110-00_1206_100R_1%.btw,5000,RES SMD 1206 100R 1/4W 1% -55~155°C
01S1001110-00,IN01S1001110-00,01S1001110-00_1206_1K_1%.btw,5000,RES SMD 1206 1K 1/4W 1% -55~155°C
01S1001310-00,IN01S1001310-00,01S1001310-00_0603_1K_1%.btw,5000,SMD RES 0603 1K 1/10W 1% -55~155°C
01S1002110-00,IN01S1002110-00,01S1002110-00_1206_10K_1%.btw,5000,RES SMD 1206 10K 1/4W 1% -55~155°C
01S1002310-00,IN01S1002310-00,01S1002310-00_0603_10K_1%.btw,5000,SMD RES 0603 10K 1/10W 1% -55~155°C
01S1003110-00,IN01S1003110-00,01S1003110-00_1206_100K_1%.btw,5000,RES SMD 1206 100K 1/4W 1% -55~155°C
01S1003310-00,IN01S1003310-00,01S1003310-00_0603 _100k _1%.btw,5000,RES SMD 0603 100K 1/10W 1% -55~155°C
01S1004111-00,IN01S1004111-00,01S1004111-00_HV06_1M_1%.btw,5000,RES SMD 1206 1M 1/4W 1% 500V -55~155°C
01S1007121-02,IN01S1007121-02,01S1007121-02_1206_10R_5%.btw,5000,"SMD RES 1206 Anti-Surge, 10R 5% -55~155°C"
01S1103310-00,IN01S1103310-00,01S1103310-00_0603_110K_1%.btw,5000,SMD RES 0603 110K 1/10W 1% -55~155°C
01S1204110-00,IN01S1204110-00,01S1204110-00_1206_1M2_1%.btw,5000,SMD RES 1206 1.2M 1/4W 1% -55~155°C
01S1204310-00,IN01S1204310-00,01S1204310-00_0603_1M2_1%.btw,5000,RES SMD 0603 1.2M 1/10W 1% -55~155°C
01S1302310-00,IN01S1302310-00,01S1302310-00_0603_13K_1%.btw,5000,SMD RES 0603 13K 1/10W 1% -55~155°C
01S1500110-00,IN01S1500110-00,01S1500110-00_1206_150R_1%.btw,5000,RES SMD 1206 150R 1/4W 1% -55~155°C(I)
01S1502110-00,IN01S1502110-00,01S1502110-00_1206_15K_1%.btw,5000,SMD RES 1206 15K 1/4W 1% -55~155°C
01S1502310-00,IN01S1502310-00,01S1502310-00_0603_15K_1%.btw,5000,SMD RES 0603 15K 1/10W 1% -55~155°C
01S1503110-00,IN01S1503110-00,01S1503110-00_1206_150K_1%.btw,5000,RES SMD 1206 150K 1/4W 1% -55~155°C
01S1503210-00,IN01S1503210-00,01S1503210-00_0805_150K_1%.btw,5000,150K 1/8W 1% -55~155? 0805
01S1503310-00,IN01S1503310-00,01S1503310-00_0603_150K_1%.btw,5000,SMD RES 0603 150K 1/10W 1% -55~155°C
01S1602310-00,IN01S1602310-00,01S1602310-00_0603_16K_1%.btw,5000,RES SMD 0603 16K 1/10W 1% -55~155°C
01S1603310-00,IN01S1603310-00,01S1603310-00_0603_160K_1%.btw,5000,SMD RES 0603 160K 1/10W 1% -55~155°C
01S2001310-00,IN01S2001310-00,01S2001310-00_0603_2K_1%.btw,5000,RES SMD 0603 2K 1/10W 1% -55~155°C
01S2002310-00,IN01S2002310-00,01S2002310-00_0603_20K_1%.btw,5000,SMD RES 0603 20K 1/10W 1% -55~155°C
01S2003110-00,IN01S2003110-00,01S2003110-00_1206_200K_1%.btw,5000,RES SMD 1206 200K 1/4W 1% -55~155°C
01S2007121-02,IN01S2007121-02,01S2007121-02_1206_20R_5%.btw,5000,SMD RES 1206 20R 5% -55~155°C Anti-Surge
01S2203110-00,IN01S2203110-00,01S2203110-00_1206_220K_1%.btw,5000,SMD RES 1206 220K 1/4W 1% -55~155°C
01S2401310-00,IN01S2401310-00,01S2401310-00_0603_2K4_1%.btw,5000,SMD RES 0603 2.4K 1/10W 1% -55~155°C
01S2402310-00,IN01S2402310-00,01S2402310-00_0603_24K_1%.btw,5000,SMD RES 0603 24K 1/10W 1% -55~155°C
01S2403110-00,IN01S2403110-00,01S2403110-00_1206_240K_1%.btw,5000,SMD RES 1206 240K 1/4W 1% -55~155°C
01S2701310-00,IN01S2701310-00,01S2701310-00_0603_2K7_1%.btw,5000,SMD RES 0603 2.7K 1/10W 1% -55~155°C
01S2702310-00,IN01S2702310-00,01S2702310-00_0603_27K_1%.btw,5000,SMD RES 0603 27K 1/10W 1% -55~155°C
01S3002310-00,IN01S3002310-00,01S3002310-00_0603_30K_1%.btw,5000,SMD RES 0603 30K 1/10W 1% -55~155°C
01S3004310-00,IN01S3004310-00,01S3004310-00_0603_3M_1%.btw,5000,SMD RES 0603 3M 1/10W 1% -55~155°C
01S3301310-00,IN01S3301310-00,01S3301310-00_0603_3K3_1%.btw,5000,SMD RES 0603 3.3K 1/10W 1% -55~155°C
01S3602110-00,IN01S3602110-00,01S3602110-00_1206_36K_1%.btw,5000,RES SMD 1206 36K 1/4W 1% -55~155°C
01S3907121-02,IN01S3907121-02,01S3907121-02_1206_39R_5%.btw,5000,SMD RES 1206 39R 5% -55~155°C Anti-Surge
01S4301310-00,IN01S4301310-00,01S4301310-00_0603_4K3_1%.btw,5000,4.3K 1/10W 1% -55~155? 0603
01S4302310-00,IN01S4302310-00,01S4302310-00_0603_43K_1%.btw,5000,SMD RES 0603 43K 1/10W 1% -55~155°C
01S4703111-00,IN01S4703111-00,01S4703111-00_1206_470K_1%.btw,5000,RES SMD 470K 1206 1/4W 1% 500V -55~155°C
01S5100310-00,IN01S5100310-00,01S5100310-00_0603_510R_1%.btw,5000,510R 1/10W 1% -55~155? 0603
01S5101310-00,IN01S5101310-00,01S5101310-00_0603_5K1_1%.btw,5000,SMD RES 0603 5.1K 1/10W 1% -55~155°C
01S5102210-00,IN01S5102210-00,01S5102210-00_0805_51K_1%.btw,5000,RES SMD 0805 51K 1/8W 1% -55~155°C
01S5103110-00,IN01S5103110-00,01S5103110-00_1206_510K_1%.btw,5000,SMD RES 1206 510K 1/4W 1% -55~155°C
01S5103310-00,IN01S5103310-00,01S5103310-00_0603_510K_1%.btw,5000,SMD RES 0603 510K 1/10W 1% -55~155°C
01S5108121-02,IN01S5108121-02,01S5108121-02_1206_5R1_5%.btw,5000,"RES SMD 5.1R 1/4W 5% -55 TO 155°C ,SR1206,Anti-Surge"
01S5600110-00,IN01S5600110-00,01S5600110-00_1206_560R_1%.btw,5000,SMD RES 1206 560R 1/4W 1% -55~155°C
01S5601310-00,IN01S5601310-00,01S5601310-00_0603_5K6_1%.btw,5000,SMD RES 0603 5.6K 1/10W 1% -55~155°C
01S5603110-00,IN01S5603110-00,01S5603110-00_1206_560K_1%.btw,5000,SMD RES 1206 560K 1/4W 1% -55~155°C
01S5603210-00,IN01S5603210-00,01S5603210-00_0805_560K_1%.btw,5000,RES SMD 0805 560K 1/8W 1% -55~155°C (I)
01S5607121-02,IN01S5607121-02,01S5607121-02-1206_56R_5%.btw,5000,"SMD RES 1206 56R 1/4W 5% -55 TO 155°C ,SR1206,Anti-Surge"
01S6201110-00,IN01S6201110-00,01S6201110-00_1206_6K2_1%.btw,5000,RES SMD 1206 6.2K 1/4W 1% -55~155°C
01S6803210-00,IN01S6803210-00,01S6803210-00_0805_680K_1%.btw,5000,RES SMD 0805 680K 1/8W 1% -55~155°C Automotive grade
01S7501110-00,IN01S7501110-00,01S7501110-00_1206_7K5_1%.btw,5000,RES SMD 1206 7.5K 1/4W 1% -55~155°C
01S7501310-00,IN01S7501310-00,01S7501310-00_0603_7K5_1%.btw,5000,SMD RES 0603 7.5K 1/10W 1% -55~155°C
01S7502310-00,IN01S7502310-00,01S7502310-00_0603_75K_1%.btw,5000,SMD RES 0603 75K 1/10W 1% -55~155°C
01S7503110-00,IN01S7503110-00,01S7503110-00_1206_750K_1%.btw,5000,SMD RES 1206 750K 1/4W 1% -55~155°C
01S7503310-00,IN01S7503310-00,01S7503310-00_0603_750K_1%.btw,5000,SMD RES 0603 750K 1/10W 1% -55~155°C
01S8201310-00,IN01S8201310-00,01S8201310-00_0603_8K2_1%.btw,5000,8.2K 1/10W 1% -55~155? 0603
01S9102110-00,IN01S9102110-00,01S9102110-00_1206_91K_1%.btw,5000,91K 1/4W 1% -55~155? 1206
01S9103110-00,IN01S9103110-00,01S9103110-00_1206_910K_1%.btw,5000,SMD RES 1206 910K 1/4W 1% -55~155°C
02S1010520-00,IN02S1010520-00,02S1010520-00_0603_101J_50V.btw,5000,CAP SMD 0603 101J/50V COG -55~125°C ±5%
02S1010552-00,IN02S1010552-00,02S1010552-00_0402_101J_50V.btw,10000,CAP SMD 0402 101J/50V COG -55~125°C ±5%
02S1012180-00,IN02S1012180-00,02S1012180-00_1206_101J_1KV.btw,3000,CAP SMD 1206 101J/1KV COG -55~125°C ±5%
02S1020530-00,IN02S1020530-00,02S1020530-00_0603_102K_50V_10%.btw,5000,SMD CAP 0603 102K/50V X7R -55~125°C ±10%
02S1020561-00,IN02S1020561-00,02S1020561-00_0402_102K_50V_10%.btw,10000,CAP SMD 0402 102K/50V X7R -55~125°C ±10%
02S1021990-00,IN02S1021990-00,02S1021990-00_1206_102K_630V_10%.btw,3000,CAP SMD 1206 102K/630V X7R -55~125°C ±10%
02S1030530-00,IN02S1030530-00,02S1030530-00_0603_103K_50V_10%.btw,5000,SMD CAP 0603 103K/50V X7R -55~125°C ±10%
02S1030591-00,IN02S1030591-00,02S1030591-00_0402_103K_50V_10%.btw,10000,CAP SMD 0402 103K/50V X7R -55~125°C ±10%
02S1032180-00,IN02S1032180-00,02S1032180-00_1206_103K_1KV_10%.btw,3000,CAP SMD 1206 103K/1KV X7R -55~125°C ±10%
02S1040201-00,IN02S1040201-00,07S4310001-12,10000,CAP SMD 0402 104K/16V X7R -55~125°C ±10%
02S1040530-00,IN02S1040530-00,02S1040530-00_0603_104K_50V_10%.btw,5000,SMD CAP 0603 104K/50V X7R -55~125°C ±10%
02S1040860-00,IN02S1040860-00,02S1040860-00_0805_104K_10%.btw,3000,CAP SMD 0805 104K/100V X7R -55~125°C ±10%
02S1041290-00,IN02S1041290-00,02S1041290-00_1206_104K_10%.btw,3000,CAP SMD 1206 104K/250V X7R -55~125°C ±10%
02S1050001-00,IN02S1050001-00,02S1050001-00_0402_1UF_10%.btw,10000,CAP SMD 0402 105K/6.3V X7R -55~125°C ±10%
02S1050230-00,IN02S1050230-00,02S1050230-00_0603_105K _16V_10%.btw,5000,CAP SMD 0603 105K/16V X7R -55~125°C ±10%
02S1050360-00,IN02S1050360-00,02S1050360-00_2012 B 1UF.btw,3000,CAP SMD 0805 105K/25V X7R -55~125°C ±10%
02S1050590-00,IN02S1050590-00,02S1050590-00_1206_105K_10%.btw,3000,CAP SMD 1206 105K/50V X7R -55~125°C ±10%
02S1050801-00,IN02S1050801-00,02S1050801-00_1206_105_100V_K.btw,3000,SMD CAP 1206 105K/100V X7R -55~125°C ±10%
02S1521501-37,IN02S1521501-37,02S1521501-37_152M400V TRX 2E(Y5U).btw,3000,SMD Y1-CAP(TMY1152M) 152M/400V TRX 2E(Y5U) -25~85°C(125°C) +22/-56% ±20% 7.8*5.4*2.45 Packing:Reel
02S2200520-00,IN02S2200520-00,02S2200520-00_0603_22P_50V_5%.btw,5000,CAP SMD 0603 (22PF) 220J/50V COG -55~125°C±5%
02S2200551-00,IN02S2200551-00,02S2200551-00_0402_22p_50V_5%.btw,10000,CAP SMD 0402 220J/50V COG -55~125°C ±5%
02S2210510-00,02S4750590-00,02S2210510-00_0603_221J_50V.btw,#N/A,#N/A
02S2210561-00,IN02S2210561-00,02S2210561-00_0402_221J_50V.btw,10000,CAP SMD 0402 221J/50V COG -55~125°C ±5%
02S2212191-00,IN02S2212191-00,02S2212191-00_1206_221J_1KV.btw,3000,CAP SMD 1206 221J/1KV COG -55~125°C ±5%
02S2220561-00,IN02S2220561-00,02S2220561-00_0402_222_50V.btw,10000,CAP SMD 0402 222K/50V X7R -55~125°C ±10%
02S2230301-00,IN02S2230301-00,02S2230301-00_0402_22NF_10%.btw,10000,CAP SMD 0402 223K/25V X7R -55~125°C ±10%
02S2230530-00,IN02S2230530-00,02S2230530-00_0603_223K_10%.btw,5000,CAP SMD 0603 223K/50V X7R -55~125? ±10%
02S2240330-00,IN02S2240330-00,02S2240330-00_0603_224K_10%.btw,5000,SMD CAP 0603 224K/25V X7R -55~125°C ±10%
02S2240590-00,IN02S2240590-00,02S2240590-00_1206_224K_50V_1%.btw,3000,SMD CAP 1206 224K/50V X7R -55~125°C ±10%
02S2260190-00,IN02S2260190-00,02S2260190-00_1206_226k_10%.btw,3000,CAP SMD 1206 226K/10V X7R -55~125°C ±10%
02S3320530-00,IN02S3320530-00,02S3320530-00_0603_332_50V.btw,5000,CAP SMD 0603 332K/50V X7R -55~125°C ±10%
02S3330201-00,IN02S3330201-00,02S3330201-00_0402_33NF_10%.btw,10000,CAP SMD 0402 333K/16V X7R -55~125°C ±10%
02S3340330-00,IN02S3340330-00,02S3340330-00_0603_334_25V_10%.btw,5000,CAP SMD 0603 334K/25V X7R -55~125°C±10%
02S3340560-00,IN02S3340560-00,02S3340560-00_0805_334K_10%.btw,3000,CHIP CAP 334K/50V X7R -55~125°C ±10% 0805
02S4702181-00,IN02S4702181-00,02S4702181-00_1206_47P_5%.btw,3000,CAP SMD 1206(47PF) 470J/1KV NP0 -55~125°C ±5%
02S4710521-00,IN02S4710521-00,02S4710521-00_0603_471J_50V.btw,5000,SMD CAP 0603 471J/50V COG -55~125°C ±5%
02S4710591-00,IN02S4710591-00,02S4710591-00_0402_471J_50V.btw,10000,CAP SMD 0402 471J/50V COG -55~125°C ±5%
02S4712190-00,IN02S4712190-00,02S4712190-00_1206_471K_10%.btw,3000,CAP SMD 1206 471K/1KV X7R -55~125°C ±10%
02S4720561-00,IN02S4720561-00,02S4720561-00_472_50V_10%.btw,10000,CAP SMD 0402 472K/50V X7R -55~125°C ±10%
02S4730530-00,IN02S4730530-00,02S4730530-00_0603_473K50V_10%.btw,5000,CAP SMD 0603 473K/50V X7R -55~125? ±10%
02S4740230-00,IN02S4740230-00,02S4740230-00_0603_474_16V_10%.btw,5000,SMD CAP 0603 474K/16V X7R -55~125°C ±10%
02S4750590-00,IN02S4750590-00,02S4750590-00_1206_475K_50V_10%.btw,3000,CAP SMD 1206 475K/50V X7R -55~125°C ±10%
02S6812190-00,IN02S6812190-00,02S6812190-00_1206_681K_10%.btw,3000,CAP SMD 1206 681K/1KV X7R -55~125°C ±10%
03S3216003-13,IN03S3216003-13,03S3216003-13_BPH323023W5-400T.btw,3000,BPH323023W5-400T Idc=26A Rdc=0.6mO 3230 -40~125°C Packing:Reel
04S1010001-20,IN04S1010001-20,04S1010001-20_SMAJ10 0A.btw,3000,SMD TVS Diode 214AC) SMAJ100A(111~123V) -65~150°C SMA(DO-214AC) Packing:Reel
04S1710001-20,IN04S1710001-20,04S1710001-20_SMAJ170A.btw,3000,"SMD TVS Diode SMAJ170A(189~209V) -65~150°C SMA Packing:Reel,"
04S6010001-16,IN04S6010001-16,,3000,ELECTRODE SMD GAS DISCHARGE TUBE S30-A600XS(450~750V) 4.5*3.2*2.7 -40~90°C SMD Packing:Reel
04S6010501-21,IN04S6010501-21,04S6010501-21_BF601M.btw,3000,SMD CHIP Gas Discharge Tube BF601M(480~720V) 4.2*5.0*5.0 -40~125°C SMD Packing:Reel
05S0000001-00,IN05S0000001-00,IN02S1021501-37,3000,CHIP Pad SMA-SD T=3.4 4.6*2.6*3.4
05S1414800-06,IN05S1414800-06,05S1414800-06_1N4148W-TP.btw,3000,DIODE SMD 1N4148W-TP 0.15A/100V 150°C SOD-123 PACKING : REEL
05S1600000-06,IN05S1600000-06,05S1600000-06_BAS16W.btw,3000,SMD SWITCHING DIODE BAS16WX-TP 0.1A/75V 150°C SOD-323 Packing:Reel
05S2000002-03,IN05S2000002-03,05S2000002-03_GU2M.btw,3000,DIODE SMD FAST GU2M 2A/1KV Trr=75ns -50~150°C SMB(DO-214AA) Packing:Reel
05S2000004-06,IN05S2000004-06,05S2000004-06_US2M-TP.btw,3000,DIODE SMD SMB(DO-214AA) US2M-TP 2A/1KV Trr=75ns -50~150°C
05S3161000-18,IN05S3161000-18,05S3161000-18_LM3Z16VT1G 16V.btw,3000,LM3Z16VT1G 16(15.3~17.1)V -65~150°C 1/5W SOD-323 Reel
05S3331000-18,IN05S3331000-18,05S3331000-18_LM3Z3V3T1G.btw,3000,DIODE SMD ZENER LM3Z3V3T1G 3.3V 1/5W 150°C SOD-323 Packing:Reel
05S3600001-17,IN05S3600001-17,05S3600001-17_MUR360S 3A600V.btw,3000,DIODE SMD U-FAST DIODE MUR360S 3A/600V -60~150°C SMC(DO-214AB) PACKING REEL
05S5239000-06,IN05S5239000-06,05S5239000-06_MMSZ5239B-TP 9.1V.btw,3000,SMD Zener Diode MMSZ5239B-TP 9.1V 1/2W SOD-123 Packing:Reel
05S5242100-18,IN05S5242100-18,05S5242100-18_LMSZ5242BT1G 12V.btw,3000,DIODE SMD ZENER SOD-123 LMSZ5242BT1G 12V 1/2W 125°C
05S5245100-18,IN05S5245100-18,05S5245100-18_LMSZ5245BT1G 15V.btw,3000,DIODE SMD ZENER LMSZ5245BT1G 15V 1/2W 125°C SOD-123 Packing:Reel
05S5248100-18,IN05S5248100-18,05S5248100-18_LMSZ5248BT1G 18V.btw,3000,CHIP ZENER DIODE LMSZ5248BT1G 18V 1/2W 125°C SOD-123 PACKING:REEL
05S5251100-18,IN05S5251100-18,05S5251100-18_LMSZ5251BT1G 22V.btw,3000,LMSZ5251BT1G 22V 1/2W 125°C SOD-123 Packing:Reel
05S5254100-18,IN05S5254100-18,05S5254100-18_LMSZ5254BT1G 27V.btw,3000,SMD ZENER DIODE LMSZ5254BT1G 27V 1/2W 125°C SOD-123 Packing:Reel
05S5256000-06,IN05S5256000-06,05S5256000-06_MMSZ5256B-TP 30V.btw,3000,SMD DIODE MMSZ5256B-TP 30V 1/2W SOD-123 Packing:Reel
05SGU1M000-03,IN05SGU1M000-03,05SGU1M000-03_ GU1M 1A.btw,7500,SMD U FAST DIODE GU1M 1A/1KV 150°C SMA(DO-214AC)Packing:Reel
05SM700000-06,IN05SM700000-06,05SM700000-06_M7-TP.btw,6000,DIODE SMD RECTIFIER M7 1A/1KV SAME(DO-214AC)Packing:Reel
06S1170201-23,IN06S1170201-23,06S1170201-23 _SVSP11N70DD2TR.btw,6000,TRANSISTOR SMD N-MOS SVSP11N70DD2TR 11A/650V RDS(on)=420mOmax(ID=5.5A) -55-150°CTO-252-2L Packing:Reel
06S1170201-23,IN06S1170201-23,06S1170201-23 _SVSP11N70DD2TR.btw,6000,TRANSISTOR SMD N-MOS SVSP11N70DD2TR 11A/650V RDS(on)=420mOmax(ID=5.5A) -55-150°CTO-252-2L Packing:Reel
06S1270001-07,IN06S1270001-07,06S1270001-07_BSS127.btw,6000,"SMD N-MOS, BSS127 0.021A/600V RDS(on)=500 max(ID=0.016A) -55~150°C PG-SOT-23 Packing:Reel"
06S2222001-24,IN06S2222001-24,06S2222001-24_LMBT2222ALT1G.btw,2500,TRANSISTOR SMD LMBT2222ALT1G 0.6A/40V NPN -55~150°C SOT-23 Packing:Reel
06S2700201-24,IN06S2700201-24,06S2700201-24_L2N7002KLT1G.btw,3000,TRANSISTOR SMD CHIP N-MOS L2N7002KLT1G 0.32A/60V RDS(on)=2.3 Ohm max(ID=500mA) -55~150°C SOT-23 PACKING:REEL
06S2907001-24,IN06S2907001-24,06S2907001-24_LMBT2907ALT1G.btw,3000,TRANSISTOR SMD LMBT2907ALT1G 0.6A/60V PNP -55~150°C SOT-23 Packing:Reel
06S5616001-20,IN06S5616001-20,06S5616001-20_BCX56.btw,2500,CHIP TRANSISTOR BCX56-16 1A/80V NPN 150°C SOT-89 PACKING : REEL
07A4853000-07,IN07A4853000-07,07A4853000-07_TDA4863-2G.btw,2500,IC SMD PFC TDA4863-2G PG-DSO-8-3 Packing:Reel
07C8170003-10,IN07C8170003-10,07C8170003-10_EL871S.btw,2500,PHOTO COUPLER SMD EL817S1(C)(TU)-F(CTR:200~400)
07M3211000-01,IN07M3211000-01,07M3211000-01_AS321KTR-G1.btw,2500,SMD Operational Amplifier IC AS321KTR-G1 SOT-23-5 Packing:Reel
07M4310000-01,IN07M4310000-01,07M4310000-01_AP4310AMTR-G1.btw,2500,IC SMD SOIC-8 OPERATIONAL AMPLIFIER AP4310AMTR-G1 Vref:2.5V
07S1399201-02,IN07S1399201-02,07S1399201-02_ NCP1399ACDR2G.btw,2500,IC SMD SOIC-16 NCP1399ACDR2G -40~125°C
07S3011801-02,IN07S3011801-02,07S3011801-02_NCL30188BDR2G.btw,2500,NCL30188BDR2G VREF:250mV -40~125°C SOIC-8 NB Packing:Reel
07s3018601-02,IN07s3018601-02,07s3018601-02_NCL30186BDR2G.btw,2500,SMD PFC IC NCL30186BDR2G VREF:250mV -40~125°C SOIC-10 Packing:Reel
07S3210001-49,IN07S3210001-49,07S3210001-49_LM321A-TR.btw,2500,IC SMD OPERATIONAL AMPLFIER LM321A-TR -40~125? SOT23-5 Packing:Reel
07S4310001-12,IN07S4310001-12,07S4310001-12_LA431OCRPA.btw,2500,IC SMD V-REG LA431OCRPA SOT23-3L Vref:2.495V Packing:Reel
07S4320001-12,IN07S4320001-12,07S4320001-12_LA432OCRPA.btw,2500,V-Reg IC SMD LA432OCRPA SOT23-3L Vref:1.24V Packing:Reel
01S2402K11-00,IN01S2402K11-00,01S2402K11-00_0402_24K_1%.btw,10000,RES SMD 0402 24K 1/16W 1% -55~155°C
01S3003K11_04,IN01S3003K11_04,01S3003K11_0402_300K_1%.btw,5000,#N/A
01S3007K11-00,IN01S3007K11-00,01S3007K11-00_0402_30R_1%.btw,10000,RES SMD 0402 30R 1/16W 1% -55~155°C
01S6202K11-00,IN01S6202K11-00,01S6202K11-00_0402_62K_1%.btw,10000,RES SMD 0402 62K 1/16W 1% -55~155°C
01S8201K11-00,IN01S8201K11-00,01S8201K11-00_0402_8K2_1%.btw,10000,RES SMD 0402 8.2K 1/16W 1% -55~155°C
01S9101K11-00,IN01S9101K11-00,01S9101K11-00_0402_9K1_1%.btw,10000,RES SMD 0402 9.1K 1/16W 1% -55~155°C
01S0037511_21,IN01S0037511_21,01S0037511_21_2512_0R3_1%.btw,5000,#N/A
01S1003311-13,IN01S1003311-13,01S1003311-13_0603_100K_1%.btw,5000,SMD CHIP Thermistor RES 0603 JSNB104F405F 100K 1/10W 1% -40~125°C Packing:Reel
01S1203110-00,IN01S1203110-00,01S1203110-00_1206_120K_1%.btw,5000,RES SMD 1206 120K 1/4W 1% -55~155°C
01S1802310-00,IN01S1802310-00,01S1802310-00_0603_18K_1%.btw,5000,SMD RES 0603 18K 1/10W 1% -55~155°C
01S3003110-00,IN01S3003110-00,,5000,SMD RES 1206 300K 1/4W 1% -55~155°C
01S3303111-00,IN01S3303111-00,01S3303111-00_1206_330K_1%.btw,5000,RES SMD 1206 330K 1/4W 1% 500V -55~155°C
01S5104110-00,IN01S5104110-00,01S5104110-00_1206_5M1_1%.btw,5000,RES SMD 1206 5.1M 1/4W 1% -55~155°C Automotive grade
01S6201310-00,IN01S6201310-00,01S6201310-00_0603_6.2K_1%.btw,5000,RES SMD 0603 6.2K 1/10W 1% -55~155°C
02S1031990-00,IN02S1031990-00,02S1031990-00_1206_103K_630V_10%.btw,3000,CAP SMD 1206 103K/630V X7R -55~125°C ±10%
02S1040560-00,IN02S1040560-00,02S1040560-00_0805_104_50V_K.btw,3000,CAP SMD 0805 104K/50V X7R -55~125°C ±10%
02S1060301-00,IN02S1060301-00,02S1060301-00_1206_106K_25V_10%.btw,3000,CAP SMD 1206 106K/25V X7R -55~125°C ±10%
02S2250360-00,IN02S2250360-00,02S2250360-00_0808_225K_25V_10%.btw,3000,CAP SMD 0805 225K/25V X7R -55~125°C±10%
02S4700531-00,IN02S4700531-00,02S4700531-00_0402_47P_50V_J.btw,10000,CAP SMD 0402 470J/50V COG -55~125°C ±5%
03S3216001-13,IN03S3216001-13,03S3216001-13_HCB3216KF.btw,3000,BEAD CORE CHIP CB3216KF-300T80 Idc=8A Rdc=0.01? Z=30? 3216 -55~125°C Packing:Reel
05S1000000-10,IN05S1000000-10,05S1000000-10_ES1D 1A200V.btw,3000,DIODE SMD ES1D SMA(DO-214AC) 1A/200V VF=0.92Vmax(IF=1A) Trr?35ns 150°C
05S5262000-18,IN05S5262000-18,05S5262000-18_LMLMSZ5262BT1G 51.btw,3000,DIODE SMD ZENER SOD-123 LMSZ5262BT1G 51(48.45~53.55)V -55~150°C 1/2W
07A6562000-05,IN07A6562000-05,07A6562000-05_L6562DTR.btw,2500,IC SMD SO-8 L6562DTR VCCon:12V
06S7702001-23,IN06S7702001-23,06S7702001-23_SVSP7N70DD2TR.btw,2500,MOS SMD N-MOS SVSP7N70DD2TR 7A/650V RDS(on)=0.6?max(ID=3.5A) -55~150? TO-252-2L Packing:Reel
01S8202K11-00,IN01S8202K11-00,01S8202K11-00_0402_82K_1%.btw,10000,RES SMD 0402 82K 1/16W 1% -55~155?
01S0017511-03,IN01S0017511-03,01S0017511-03_2512_0.1 OHM_1%.btw,5000,RES SMD 0.1R RLP2512 2W 1% -55~170?
01S1303310-00,IN01S1303310-00,01S1303310-00_0603_130K_1%.btw,5000,CHIP RES 130K 1/10W 1% -55~155°C 0603
02S4720530-00,IN02S4720530-00,02S4720530-00_0603_9BB_472.btw,5000,CHIP CAP 472K/50V X7R -55~125°C ±10% 0603
01S1103110-00,IN01S1103110-00,01S1103110-00_1206_110K_1%.btw,5000,SMD RES 1206 110K 1/4W 1% -55~155°C
02S4731990-00,IN02S4731990-00,02S4731990-00_1206_47NF_10%.btw,3000,SMD CAP 1206 473K/630V X7R -55~125°C ±10%
